lineup_id,lineup_names,team,games_played,min,off_rating,def_rating,net_rating,ast_pct,oreb_pct,dreb_pct,reb_pct,tov_pct,efg_pct,ts_pct,pace,pie,possessions,season
-202687-1626179-1628997-1629023-1630163-,B. Biyombo - T. Rozier - C. Martin - P. Washington - L. Ball,CHA,6,13.0,105.9,112.1,-6.2,0.5,0.0,0.588,0.333,0.088,0.563,0.634,125.46,0.471,34,2020-21
-201572-201952-203114-203507-1628978-,B. Lopez - J. Teague - K. Middleton - G. Antetokounmpo - D. DiVincenzo,MIL,5,13.0,90.3,71.4,18.9,0.125,0.071,0.842,0.515,0.129,0.429,0.533,109.34,0.714,31,2020-21
-201572-203114-1626192-1627854-1628978-,B. Lopez - K. Middleton - P. Connaughton - B. Forbes - D. DiVincenzo,MIL,9,13.0,137.9,96.7,41.3,0.538,0.467,0.688,0.581,0.069,0.554,0.626,109.15,0.673,29,2020-21
-2546-203081-203496-203918-1627884-,C. Anthony - D. Lillard - R. Covington - R. Hood - D. Jones Jr.,POR,5,13.0,76.0,81.5,-5.5,0.125,0.2,0.733,0.467,0.12,0.37,0.391,99.09,0.273,25,2020-21
-2546-202683-203081-203468-203496-,C. Anthony - E. Kanter - D. Lillard - C. McCollum - R. Covington,POR,8,13.0,139.3,71.4,67.9,0.333,0.25,0.846,0.56,0.071,0.692,0.714,103.96,0.746,28,2020-21
-101108-203109-1628975-1629028-1629661-,C. Paul - J. Crowder - J. Carter - D. Ayton - C. Johnson,PHX,5,13.0,96.6,46.4,50.1,0.636,0.143,0.85,0.559,0.103,0.56,0.56,107.04,0.909,29,2020-21
-101108-203109-1628969-1628975-1629028-,C. Paul - J. Crowder - M. Bridges - J. Carter - D. Ayton,PHX,7,13.0,119.2,69.2,50.0,0.909,0.231,0.667,0.484,0.077,0.521,0.582,95.72,0.828,26,2020-21
-101108-204038-1628975-1629028-1629661-,C. Paul - L. Galloway - J. Carter - D. Ayton - C. Johnson,PHX,6,13.0,130.8,121.4,9.3,0.714,0.222,0.778,0.5,0.192,0.717,0.725,100.08,0.45,26,2020-21
-1626184-1628407-1628964-1629021-1630181-,C. Randle - D. Bacon - M. Bamba - M. Wagner - R. Hampton,ORL,5,13.0,75.9,129.0,-53.2,0.667,0.111,0.688,0.382,0.069,0.4,0.411,108.95,0.234,29,2020-21
-201571-202340-203482-1628425-1630231-,D. Augustin - A. Bradley - K. Olynyk - S. Brown - K. Martin Jr.,HOU,5,13.0,136.0,144.4,-8.4,0.643,0.333,0.6,0.455,0.12,0.635,0.632,93.37,0.394,25,2020-21
-202324-203903-204060-1627777-1628378-,D. Favors - J. Clarkson - J. Ingles - G. Niang - D. Mitchell,UTA,13,13.0,125.9,103.4,22.5,0.5,0.1,0.667,0.409,0.074,0.775,0.781,106.81,0.551,27,2020-21
-201568-203503-203524-1628381-1629027-,D. Gallinari - T. Snell - S. Hill - J. Collins - T. Young,ATL,7,13.0,93.5,120.0,-26.5,0.667,0.429,0.667,0.552,0.161,0.523,0.588,116.38,0.393,31,2020-21
-201568-203503-203524-1629027-1630168-,D. Gallinari - T. Snell - S. Hill - T. Young - O. Okongwu,ATL,5,13.0,128.6,141.4,-12.8,0.4,0.182,0.462,0.333,0.107,0.619,0.697,105.83,0.408,28,2020-21
-201565-201959-203493-203944-1630193-,D. Rose - T. Gibson - R. Bullock - J. Randle - I. Quickley,NYK,6,13.0,66.7,89.7,-23.0,0.429,0.0,0.714,0.385,0.222,0.395,0.443,100.8,0.194,27,2020-21
-1626156-1626157-1627823-1629006-1630162-,D. Russell - K. Towns - J. Hernangomez - J. Okogie - A. Edwards,MIN,6,13.0,121.4,115.4,6.0,0.545,0.333,1.0,0.583,0.143,0.542,0.589,102.46,0.457,28,2020-21
-202066-203897-1627756-1628976-1629632-,G. Temple - Z. LaVine - D. Valentine - W. Carter Jr. - C. White,CHI,5,13.0,109.7,83.9,25.8,0.5,0.25,0.8,0.556,0.258,0.68,0.668,116.55,0.578,31,2020-21
-1628977-1628983-1629647-1629652-1629676-,H. Diallo - S. Gilgeous-Alexander - D. Bazley - L. Dort - I. Roby,OKC,10,13.0,80.8,141.4,-60.6,0.333,0.222,0.625,0.48,0.231,0.559,0.547,104.8,0.234,26,2020-21
-202397-202722-203078-203458-1629060-,I. Smith - D. Bertans - B. Beal - A. Len - R. Hachimura,WAS,5,13.0,89.3,123.1,-33.8,0.714,0.133,0.706,0.438,0.107,0.375,0.486,96.43,0.364,28,2020-21
-203210-203914-203999-1627750-1628420-,J. Green - G. Harris - N. Jokic - J. Murray - M. Morris,DEN,6,13.0,137.0,73.9,63.1,0.462,0.333,0.769,0.591,0.148,0.682,0.725,95.76,0.95,27,2020-21
-203200-203926-1626167-1627763-1628988-,J. Holiday - D. McDermott - M. Turner - M. Brogdon - A. Holiday,IND,5,13.0,136.7,87.5,49.2,0.529,0.417,0.8,0.591,0.033,0.603,0.648,115.2,0.739,30,2020-21
-201949-203501-1626161-1627827-1628973-,J. Johnson - T. Hardaway Jr. - W. Cauley-Stein - D. Finney-Smith - J. Brunson,DAL,5,13.0,154.2,80.0,74.2,0.769,0.3,0.647,0.519,0.083,0.738,0.754,92.72,0.854,24,2020-21
-203087-203200-204456-1627734-1628988-,J. Lamb - J. Holiday - T. McConnell - D. Sabonis - A. Holiday,IND,6,13.0,93.5,78.6,15.0,0.5,0.222,0.923,0.516,0.097,0.482,0.487,105.95,0.579,31,2020-21
-201952-1627759-1629057-1629684-1630202-,J. Teague - J. Brown - R. Williams III - G. Williams - P. Pritchard,BOS,6,13.0,110.7,133.3,-22.6,0.545,0.333,0.5,0.412,0.143,0.6,0.635,103.55,0.415,28,2020-21
-202685-203937-1628415-1629630-1629634-,J. Valanciunas - K. Anderson - D. Brooks - J. Morant - B. Clarke,MEM,5,13.0,107.1,107.1,0.0,0.545,0.375,0.588,0.485,0.071,0.426,0.491,103.48,0.531,28,2020-21
-202685-203937-1626159-1628960-1629630-,J. Valanciunas - K. Anderson - J. Winslow - G. Allen - J. Morant,MEM,5,13.0,53.1,83.3,-30.2,0.833,0.125,0.846,0.448,0.25,0.333,0.347,114.31,0.19,32,2020-21
-202685-203937-1626145-1628415-1629723-,J. Valanciunas - K. Anderson - T. Jones - D. Brooks - J. Konchar,MEM,6,13.0,73.1,114.8,-41.7,0.571,0.231,0.647,0.467,0.231,0.395,0.448,101.35,0.25,26,2020-21
-202685-1626145-1628415-1629634-1630217-,J. Valanciunas - T. Jones - D. Brooks - B. Clarke - D. Bane,MEM,6,13.0,121.4,93.5,27.9,0.714,0.385,0.909,0.625,0.143,0.635,0.612,107.41,0.484,28,2020-21
-202685-1626145-1626159-1629001-1630217-,J. Valanciunas - T. Jones - J. Winslow - D. Melton - D. Bane,MEM,5,13.0,69.2,96.3,-27.1,0.625,0.294,0.7,0.444,0.154,0.36,0.36,101.69,0.208,26,2020-21
-203937-1626145-1628415-1629001-1630214-,K. Anderson - T. Jones - D. Brooks - D. Melton - X. Tillman,MEM,9,13.0,110.7,81.8,28.9,0.667,0.0,0.765,0.464,0.071,0.63,0.649,110.49,0.591,28,2020-21
-202689-1627759-1628369-1628400-1629057-,K. Walker - J. Brown - J. Tatum - S. Ojeleye - R. Williams III,BOS,5,13.0,64.3,107.1,-42.9,0.5,0.471,0.846,0.633,0.286,0.295,0.359,106.99,0.099,28,2020-21
-2544-202693-203484-1626149-1629659-,L. James - M. Morris - K. Caldwell-Pope - M. Harrell - T. Horton-Tucker,LAL,6,13.0,103.2,100.0,3.2,0.4,0.308,0.733,0.536,0.161,0.543,0.613,107.68,0.526,31,2020-21
-2544-202693-1626149-1628398-1629659-,L. James - M. Morris - M. Harrell - K. Kuzma - T. Horton-Tucker,LAL,5,13.0,119.4,123.3,-4.0,0.643,0.0,0.765,0.565,0.226,0.842,0.838,113.2,0.553,31,2020-21
-101150-203524-203992-1629027-1630168-,L. Williams - S. Hill - B. Bogdanovic - T. Young - O. Okongwu,ATL,5,13.0,82.8,132.1,-49.4,0.2,0.35,0.615,0.455,0.069,0.357,0.392,105.43,0.162,29,2020-21
-202331-202694-1627826-1628379-1629611-,P. George - M. Morris Sr. - I. Zubac - L. Kennard - T. Mann,LAC,6,13.0,110.7,137.9,-27.2,0.455,0.2,0.545,0.381,0.179,0.625,0.635,103.19,0.347,28,2020-21
-200782-201950-203507-1626192-1627854-,P. Tucker - J. Holiday - G. Antetokounmpo - P. Connaughton - B. Forbes,MIL,5,13.0,116.1,126.7,-10.5,0.333,0.143,1.0,0.478,0.129,0.577,0.628,112.26,0.387,31,2020-21
-200752-201988-1627751-1628401-1629022-,R. Gay - P. Mills - J. Poeltl - D. White - L. Walker IV,SAS,6,13.0,86.7,90.0,-3.3,0.7,0.176,0.75,0.455,0.133,0.44,0.463,109.37,0.479,30,2020-21
-201937-1626157-1629006-1629669-1630183-,R. Rubio - K. Towns - J. Okogie - J. Nowell - J. McDaniels,MIN,5,13.0,135.7,84.6,51.1,0.833,0.364,0.75,0.593,0.107,0.614,0.696,102.82,0.843,28,2020-21
-201937-1626157-1629020-1629669-1630162-,R. Rubio - K. Towns - J. Vanderbilt - J. Nowell - A. Edwards,MIN,8,13.0,75.0,92.3,-17.3,0.333,0.267,0.714,0.483,0.179,0.333,0.46,100.21,0.371,28,2020-21
-201939-203110-203952-1627814-1629308-,S. Curry - D. Green - A. Wiggins - D. Lee - J. Toscano-Anderson,GSW,6,13.0,139.4,77.4,62.0,0.438,0.286,0.786,0.536,0.03,0.672,0.698,118.96,0.848,33,2020-21
-201939-203145-203952-1626172-1627814-,S. Curry - K. Bazemore - A. Wiggins - K. Looney - D. Lee,GSW,6,13.0,103.4,113.3,-9.9,0.4,0.231,0.818,0.5,0.103,0.565,0.595,109.68,0.419,29,2020-21
-201586-201587-202695-1628379-1629611-,S. Ibaka - N. Batum - K. Leonard - L. Kennard - T. Mann,LAC,5,13.0,107.4,92.3,15.1,0.462,0.182,0.75,0.478,0.111,0.609,0.607,98.43,0.611,27,2020-21
-201586-201587-202694-202695-202704-,S. Ibaka - N. Batum - M. Morris Sr. - K. Leonard - R. Jackson,LAC,5,13.0,75.9,106.9,-31.0,0.429,0.158,0.75,0.387,0.069,0.327,0.39,110.96,0.255,29,2020-21
-1629004-1629026-1629652-1629660-1629676-,S. Mykhailiuk - K. Williams - L. Dort - T. Jerome - I. Roby,OKC,5,13.0,107.7,144.0,-36.3,0.556,0.375,0.625,0.458,0.115,0.44,0.507,95.08,0.32,26,2020-21
-203501-203939-1628973-1629029-1629740-,T. Hardaway Jr. - D. Powell - J. Brunson - L. Doncic - N. Melli,DAL,6,13.0,120.0,70.4,49.6,0.333,0.308,0.643,0.481,0.08,0.452,0.561,96.01,0.841,25,2020-21
-203501-203939-1626196-1628467-1628973-,T. Hardaway Jr. - D. Powell - J. Richardson - M. Kleber - J. Brunson,DAL,7,13.0,143.8,69.7,74.1,0.438,0.357,0.7,0.5,0.031,0.633,0.686,116.42,0.846,32,2020-21
-1626179-1628970-1628997-1629023-1630163-,T. Rozier - M. Bridges - C. Martin - P. Washington - L. Ball,CHA,5,13.0,103.2,122.2,-19.0,0.5,0.4,0.727,0.571,0.226,0.659,0.661,110.18,0.462,31,2020-21
-2738-1629130-1629134-1629639-1630173-,A. Iguodala - D. Robinson - K. Nunn - T. Herro - P. Achiuwa,MIA,7,12.0,75.0,89.3,-14.3,0.333,0.214,0.6,0.375,0.179,0.413,0.44,111.26,0.338,28,2020-21
-203078-203458-203526-1629060-1629726-,B. Beal - A. Len - R. Neto - R. Hachimura - G. Mathews,WAS,10,12.0,78.8,112.9,-34.1,0.556,0.091,0.923,0.542,0.212,0.528,0.569,125.4,0.321,33,2020-21
-202687-1626179-1628970-1628997-1630163-,B. Biyombo - T. Rozier - M. Bridges - C. Martin - L. Ball,CHA,5,12.0,104.0,132.0,-28.0,0.9,0.286,0.714,0.571,0.28,0.706,0.727,102.71,0.476,25,2020-21
-1627742-1628366-1628404-1629637-1630184-,B. Ingram - L. Ball - J. Hart - J. Hayes - K. Lewis Jr.,NOP,5,12.0,116.0,118.5,-2.5,0.75,0.2,0.75,0.444,0.08,0.455,0.549,104.74,0.41,25,2020-21
-201572-201950-203507-1626192-1627854-,B. Lopez - J. Holiday - G. Antetokounmpo - P. Connaughton - B. Forbes,MIL,6,12.0,104.0,83.3,20.7,0.273,0.273,0.813,0.593,0.08,0.5,0.528,95.09,0.73,25,2020-21
-201572-201950-203114-203648-1626192-,B. Lopez - J. Holiday - K. Middleton - T. Antetokounmpo - P. Connaughton,MIL,7,12.0,121.4,131.0,-9.6,0.583,0.286,0.7,0.529,0.143,0.684,0.755,117.64,0.554,28,2020-21
-201572-203114-1626171-1627854-1628978-,B. Lopez - K. Middleton - B. Portis - B. Forbes - D. DiVincenzo,MIL,6,12.0,125.9,62.1,63.9,0.692,0.385,0.786,0.593,0.148,0.635,0.632,109.57,0.811,27,2020-21
-202954-203469-1626179-1628998-1629023-,B. Wanamaker - C. Zeller - T. Rozier - C. Martin - P. Washington,CHA,6,12.0,96.4,121.4,-25.0,0.556,0.222,0.9,0.579,0.214,0.5,0.603,111.07,0.456,28,2020-21
-202954-203469-1626179-1628970-1628998-,B. Wanamaker - C. Zeller - T. Rozier - M. Bridges - C. Martin,CHA,5,12.0,92.3,125.0,-32.7,0.75,0.133,0.75,0.348,0.115,0.429,0.498,109.17,0.309,26,2020-21
-202954-203469-1626179-1628970-1628997-,B. Wanamaker - C. Zeller - T. Rozier - M. Bridges - C. Martin,CHA,5,12.0,108.3,95.7,12.7,0.6,0.333,0.778,0.524,0.167,0.595,0.571,94.42,0.459,24,2020-21
-2546-202683-203468-203496-1629018-,C. Anthony - E. Kanter - C. McCollum - R. Covington - G. Trent Jr.,POR,6,12.0,133.3,118.5,14.8,0.3,0.286,0.786,0.536,0.037,0.5,0.627,110.8,0.543,27,2020-21
-2546-202683-203081-1626181-1629014-,C. Anthony - E. Kanter - D. Lillard - N. Powell - A. Simons,POR,6,12.0,111.5,120.0,-8.5,0.5,0.111,0.563,0.4,0.115,0.605,0.657,105.18,0.566,26,2020-21
-202709-1628368-1628963-1629610-1630169-,C. Joseph - D. Fox - M. Bagley III - D. Jeffries - T. Haliburton,SAC,5,12.0,128.0,118.5,9.5,0.769,0.125,0.5,0.364,0.16,0.738,0.746,104.99,0.518,25,2020-21
-201571-201572-203507-1626192-1628978-,D. Augustin - B. Lopez - G. Antetokounmpo - P. Connaughton - D. DiVincenzo,MIL,6,12.0,107.4,96.3,11.1,0.6,0.357,0.833,0.577,0.037,0.458,0.503,109.86,0.5,27,2020-21
-1628415-1628960-1629630-1629634-1630214-,D. Brooks - G. Allen - J. Morant - B. Clarke - X. Tillman,MEM,8,12.0,87.5,134.6,-47.1,0.75,0.389,0.583,0.467,0.125,0.365,0.391,98.19,0.204,24,2020-21
-203110-203145-203952-1629308-1629673-,D. Green - K. Bazemore - A. Wiggins - J. Toscano-Anderson - J. Poole,GSW,6,12.0,114.3,96.7,17.6,0.692,0.143,0.769,0.444,0.107,0.593,0.593,111.46,0.508,28,2020-21
-201980-202699-203552-1627732-1629680-,D. Green - T. Harris - S. Curry - B. Simmons - M. Thybulle,PHI,5,12.0,88.0,70.4,17.6,0.667,0.214,0.8,0.458,0.08,0.478,0.478,103.28,0.691,25,2020-21
-2730-202699-1627732-1629003-1629680-,D. Howard - T. Harris - B. Simmons - S. Milton - M. Thybulle,PHI,5,12.0,95.8,100.0,-4.2,0.444,0.333,0.818,0.565,0.167,0.526,0.501,104.21,0.364,24,2020-21
-203081-203496-203994-1626181-1629014-,D. Lillard - R. Covington - J. Nurkic - N. Powell - A. Simons,POR,6,12.0,111.1,103.6,7.5,0.727,0.0,0.786,0.478,0.148,0.675,0.689,105.64,0.549,27,2020-21
-1626156-1626157-1627823-1629020-1629162-,D. Russell - K. Towns - J. Hernangomez - J. Vanderbilt - J. McLaughlin,MIN,6,12.0,107.4,114.3,-6.9,0.7,0.222,0.786,0.565,0.222,0.618,0.626,111.66,0.518,27,2020-21
-202339-1626195-1627742-1628404-1630184-,E. Bledsoe - W. Hernangomez - B. Ingram - J. Hart - K. Lewis Jr.,NOP,5,12.0,69.2,117.4,-48.2,0.571,0.267,0.636,0.423,0.231,0.364,0.393,100.74,0.264,26,2020-21
-1628960-1629630-1629634-1630214-1630217-,G. Allen - J. Morant - B. Clarke - X. Tillman - D. Bane,MEM,5,12.0,108.3,81.5,26.9,0.7,0.385,0.643,0.519,0.167,0.523,0.547,103.88,0.68,24,2020-21
-202330-202687-1626179-1628998-1629023-,G. Hayward - B. Biyombo - T. Rozier - C. Martin - P. Washington,CHA,5,12.0,89.7,75.9,13.8,0.8,0.278,0.769,0.484,0.103,0.407,0.432,113.79,0.61,29,2020-21
-203084-203922-1627741-1628368-1628963-,H. Barnes - G. Robinson III - B. Hield - D. Fox - M. Bagley III,SAC,6,12.0,117.9,141.4,-23.5,0.5,0.214,0.538,0.37,0.107,0.54,0.588,111.98,0.364,28,2020-21
-1627759-1628400-1629057-1630174-1630202-,J. Brown - S. Ojeleye - R. Williams III - A. Nesmith - P. Pritchard,BOS,5,12.0,86.2,121.4,-35.2,0.636,0.364,0.9,0.619,0.207,0.568,0.568,112.28,0.325,29,2020-21
-202710-203482-1628389-1629134-1629639-,J. Butler - K. Olynyk - B. Adebayo - K. Nunn - T. Herro,MIA,7,12.0,115.6,63.3,52.3,0.846,0.25,0.667,0.5,0.156,0.625,0.683,119.33,0.856,32,2020-21
-202710-203482-1629130-1629639-1630173-,J. Butler - K. Olynyk - D. Robinson - T. Herro - P. Achiuwa,MIA,7,12.0,96.3,69.2,27.1,0.25,0.357,0.833,0.625,0.185,0.45,0.523,106.59,0.759,27,2020-21
-201145-201599-202681-1627789-1629013-,J. Green - D. Jordan - K. Irving - T. Luwawu-Cabarrot - L. Shamet,BKN,6,12.0,70.4,124.0,-53.6,0.571,0.286,0.846,0.556,0.111,0.4,0.437,106.53,0.337,27,2020-21
-203210-203999-1628420-1629008-1630181-,J. Green - N. Jokic - M. Morris - M. Porter Jr. - R. Hampton,DEN,5,12.0,96.0,140.0,-44.0,0.7,0.286,0.538,0.407,0.08,0.458,0.482,101.35,0.393,25,2020-21
-201950-203507-1626192-1627854-1628978-,J. Holiday - G. Antetokounmpo - P. Connaughton - B. Forbes - D. DiVincenzo,MIL,5,12.0,111.1,117.2,-6.1,0.417,0.231,0.727,0.458,0.037,0.542,0.563,109.49,0.44,27,2020-21
-201950-203114-203507-1626192-1627854-,J. Holiday - K. Middleton - G. Antetokounmpo - P. Connaughton - B. Forbes,MIL,6,12.0,96.2,130.8,-34.6,0.444,0.091,0.625,0.407,0.154,0.525,0.563,103.01,0.337,26,2020-21
-203200-204456-1627734-1627763-1628988-,J. Holiday - T. McConnell - D. Sabonis - M. Brogdon - A. Holiday,IND,6,12.0,92.9,126.9,-34.1,0.545,0.083,0.667,0.333,0.107,0.522,0.535,112.7,0.375,28,2020-21
-201580-1626224-1629636-1629685-1629731-,J. McGee - C. Osman - D. Garland - D. Windler - D. Wade,CLE,5,12.0,112.0,120.8,-8.8,0.455,0.2,0.75,0.444,0.16,0.65,0.657,101.67,0.5,25,2020-21
-203937-1629001-1629630-1630214-1630217-,K. Anderson - D. Melton - J. Morant - X. Tillman - D. Bane,MEM,9,12.0,60.7,72.4,-11.7,0.5,0.267,0.8,0.533,0.143,0.364,0.358,114.78,0.392,28,2020-21
-201142-201145-202681-203925-1627789-,K. Durant - J. Green - K. Irving - J. Harris - T. Luwawu-Cabarrot,BKN,5,12.0,100.0,96.4,3.6,0.556,0.214,0.688,0.467,0.161,0.476,0.59,115.39,0.53,31,2020-21
-202689-203935-1627759-1628400-1628464-,K. Walker - M. Smart - J. Brown - S. Ojeleye - D. Theis,BOS,6,12.0,83.3,152.0,-68.7,0.625,0.077,0.625,0.286,0.083,0.475,0.479,102.26,0.177,24,2020-21
-101150-201568-203524-203991-1628989-,L. Williams - D. Gallinari - S. Hill - C. Capela - K. Huerter,ATL,6,12.0,92.3,88.9,3.4,0.625,0.2,0.923,0.609,0.115,0.444,0.536,106.74,0.568,26,2020-21
-201144-202711-203497-203903-1626220-,M. Conley - B. Bogdanovic - R. Gobert - J. Clarkson - R. O'Neale,UTA,6,12.0,164.3,100.0,64.3,0.733,0.364,0.889,0.6,0.107,0.769,0.803,111.68,0.673,28,2020-21
-201188-203076-203471-1628398-1629659-,M. Gasol - A. Davis - D. Schroder - K. Kuzma - T. Horton-Tucker,LAL,8,12.0,96.3,117.9,-21.6,0.455,0.182,0.667,0.435,0.037,0.545,0.568,106.88,0.417,27,2020-21
-202694-202695-202704-1627826-1629611-,M. Morris Sr. - K. Leonard - R. Jackson - I. Zubac - T. Mann,LAC,5,12.0,161.5,65.4,96.2,0.471,0.556,0.929,0.783,0.077,0.731,0.745,100.39,0.958,26,2020-21
-203935-1628369-1629057-1629684-1630202-,M. Smart - J. Tatum - R. Williams III - G. Williams - P. Pritchard,BOS,6,12.0,103.8,122.2,-18.4,0.667,0.357,0.7,0.5,0.115,0.478,0.536,108.95,0.402,26,2020-21
-201587-202695-1627826-1628379-1629611-,N. Batum - K. Leonard - I. Zubac - L. Kennard - T. Mann,LAC,5,12.0,76.9,85.7,-8.8,0.625,0.4,0.733,0.567,0.231,0.386,0.413,106.67,0.449,26,2020-21
-1626181-1627783-1627832-1628449-1629056-,N. Powell - P. Siakam - F. VanVleet - C. Boucher - T. Davis,TOR,6,12.0,103.6,96.2,7.4,0.444,0.25,0.583,0.417,0.143,0.5,0.591,106.52,0.543,28,2020-21
-200782-201572-203114-1627854-1628978-,P. Tucker - B. Lopez - K. Middleton - B. Forbes - D. DiVincenzo,MIL,5,12.0,124.1,110.3,13.8,0.643,0.0,0.786,0.5,0.172,0.857,0.857,113.32,0.581,29,2020-21
-200752-201942-201988-1627751-1629640-,R. Gay - D. DeRozan - P. Mills - J. Poeltl - K. Johnson,SAS,6,12.0,133.3,100.0,33.3,0.615,0.273,0.625,0.481,0.111,0.609,0.647,106.0,0.711,27,2020-21
-203497-203903-204060-1626220-1628378-,R. Gobert - J. Clarkson - J. Ingles - R. O'Neale - D. Mitchell,UTA,7,12.0,125.0,96.6,28.4,0.667,0.1,0.786,0.5,0.042,0.69,0.7,103.18,0.614,24,2020-21
-200765-201587-202331-202694-202704-,R. Rondo - N. Batum - P. George - M. Morris Sr. - R. Jackson,LAC,5,12.0,125.9,120.0,5.9,0.538,0.429,0.667,0.538,0.111,0.556,0.591,100.82,0.465,27,2020-21
-201937-1626156-1629020-1629675-1630162-,R. Rubio - D. Russell - J. Vanderbilt - N. Reid - A. Edwards,MIN,5,12.0,110.7,129.6,-18.9,0.545,0.545,0.727,0.636,0.286,0.571,0.61,107.06,0.427,28,2020-21
-201566-201577-202397-202722-203078-,R. Westbrook - R. Lopez - I. Smith - D. Bertans - B. Beal,WAS,7,12.0,120.0,96.7,23.3,0.615,0.167,0.786,0.5,0.1,0.58,0.631,120.1,0.542,30,2020-21
-201939-203952-1626162-1626172-1629308-,S. Curry - A. Wiggins - K. Oubre Jr. - K. Looney - J. Toscano-Anderson,GSW,5,12.0,81.5,125.9,-44.4,0.75,0.222,0.692,0.5,0.296,0.563,0.619,108.32,0.311,27,2020-21
-201939-203110-1626162-1627814-1630164-,S. Curry - D. Green - K. Oubre Jr. - D. Lee - J. Wiseman,GSW,7,12.0,92.6,110.7,-18.1,0.875,0.0,0.813,0.481,0.148,0.474,0.566,111.08,0.457,27,2020-21
-203524-203991-1628989-1629027-1629629-,S. Hill - C. Capela - K. Huerter - T. Young - C. Reddish,ATL,5,12.0,135.7,128.0,7.7,0.5,0.429,0.7,0.542,0.036,0.717,0.705,104.11,0.585,28,2020-21
-203501-203939-1626196-1628973-1629740-,T. Hardaway Jr. - D. Powell - J. Richardson - J. Brunson - N. Melli,DAL,5,12.0,133.3,133.3,0.0,0.5,0.533,0.625,0.565,0.048,0.48,0.523,91.53,0.41,21,2020-21
-203501-1626161-1626196-1628467-1629029-,T. Hardaway Jr. - W. Cauley-Stein - J. Richardson - M. Kleber - L. Doncic,DAL,5,12.0,121.4,81.5,39.9,0.556,0.167,0.75,0.5,0.036,0.579,0.653,106.88,0.747,28,2020-21
-203503-203524-1628381-1628989-1629027-,T. Snell - S. Hill - J. Collins - K. Huerter - T. Young,ATL,6,12.0,114.3,123.1,-8.8,0.75,0.333,0.636,0.5,0.143,0.667,0.703,105.48,0.549,28,2020-21
-202684-203935-1627759-1629684-1630202-,T. Thompson - M. Smart - J. Brown - G. Williams - P. Pritchard,BOS,5,12.0,100.0,100.0,0.0,0.4,0.438,0.692,0.552,0.192,0.458,0.488,99.88,0.523,26,2020-21
-1628427-1629626-1630192-1630210-1630267-,V. Cancar - B. Bol - Z. Nnaji - M. Howard - F. Campazzo,DEN,5,12.0,96.4,118.5,-22.1,0.667,0.083,0.9,0.455,0.179,0.55,0.585,111.55,0.327,28,2020-21
-203115-203210-203914-203999-1627750-,W. Barton - J. Green - G. Harris - N. Jokic - J. Murray,DEN,8,12.0,100.0,96.3,3.7,0.545,0.25,0.636,0.435,0.138,0.545,0.588,109.57,0.57,29,2020-21
-203115-203210-203999-1627750-1628408-,W. Barton - J. Green - N. Jokic - J. Murray - P. Dozier,DEN,6,12.0,100.0,129.6,-29.6,0.727,0.083,0.889,0.429,0.111,0.522,0.555,104.8,0.427,27,2020-21
-202692-203944-1629011-1629628-1630193-,A. Burks - J. Randle - M. Robinson - R. Barrett - I. Quickley,NYK,6,11.0,104.8,145.5,-40.7,0.571,0.429,0.533,0.5,0.19,0.654,0.684,97.13,0.351,21,2020-21
-2738-201609-202710-203473-1629639-,A. Iguodala - G. Dragic - J. Butler - D. Dedmon - T. Herro,MIA,5,11.0,126.1,76.2,49.9,0.583,0.333,0.667,0.5,0.087,0.643,0.663,93.96,0.765,23,2020-21
-201933-203924-1626153-1628367-1630191-,B. Griffin - J. Grant - D. Wright - J. Jackson - I. Stewart,DET,6,11.0,104.8,116.0,-11.2,0.875,0.563,0.8,0.654,0.19,0.435,0.461,102.33,0.317,21,2020-21
-201572-201950-203114-1626171-1626192-,B. Lopez - J. Holiday - K. Middleton - B. Portis - P. Connaughton,MIL,7,11.0,140.7,148.0,-7.3,0.5,0.4,0.583,0.5,0.074,0.646,0.69,114.53,0.532,27,2020-21
-201572-203114-1626171-1626192-1628978-,B. Lopez - K. Middleton - B. Portis - P. Connaughton - D. DiVincenzo,MIL,6,11.0,140.9,125.0,15.9,0.333,0.5,0.8,0.667,0.091,0.675,0.698,102.86,0.548,22,2020-21
-2546-202683-203468-1626181-1629642-,C. Anthony - E. Kanter - C. McCollum - N. Powell - N. Little,POR,5,11.0,100.0,95.7,4.3,0.625,0.25,0.533,0.435,0.217,0.531,0.617,97.3,0.649,23,2020-21
-2546-202683-203081-203468-1626181-,C. Anthony - E. Kanter - D. Lillard - C. McCollum - N. Powell,POR,11,11.0,108.0,80.8,27.2,0.5,0.25,0.846,0.56,0.08,0.6,0.62,111.95,0.607,25,2020-21
-202709-203922-1626158-1627741-1630169-,C. Joseph - G. Robinson III - R. Holmes - B. Hield - T. Haliburton,SAC,5,11.0,83.3,116.0,-32.7,0.778,0.1,0.5,0.357,0.167,0.526,0.526,105.47,0.374,24,2020-21
-202709-203084-1626158-1627741-1628963-,C. Joseph - H. Barnes - R. Holmes - B. Hield - M. Bagley III,SAC,6,11.0,92.0,96.2,-4.2,0.455,0.167,0.9,0.625,0.24,0.676,0.676,108.64,0.488,25,2020-21
-201571-201950-203648-1626171-1626192-,D. Augustin - J. Holiday - T. Antetokounmpo - B. Portis - P. Connaughton,MIL,5,11.0,119.2,120.0,-0.8,0.727,0.273,1.0,0.5,0.154,0.659,0.665,113.61,0.481,26,2020-21
